Name,ViewCount,CurrentPosition,WeekStartDate
Vicente Fernández,8103237,79,20230330
Los Temerarios,8053284,80,20230330
Binh Pham,7976328,81,20230330
GloRilla,7975350,82,20230330
EST Gee,7720899,83,20230330
Metallica,7698057,84,20230330
King Von,7676116,85,20230330
Katy Perry,7521490,86,20230330
Polo G,7445303,87,20230330
Santa Fe Klan,7344594,88,20230330
Maroon 5,7342251,89,20230330
MO3,7291099,90,20230330
Los Tucanes de Tijuana,7211610,91,20230330
Mariah Carey,7192429,92,20230330
Cartel de Santa,7128265,93,20230330
Grupo Marca Registrada,7115525,94,20230330
Marshmello,7062171,95,20230330
Wiz Khalifa,7056903,96,20230330
Upchurch,7027239,97,20230330
Lana Del Rey,7006385,98,20230330
Boosie Badazz,6985518,99,20230330
Yeat,6904843,100,20230330
Peso Pluma,40106984,1,20230406
Morgan Wallen,37001553,2,20230406
YoungBoy Never Broke Again,36101375,3,20230406
Lil Baby,30111196,4,20230406
Drake,27306626,5,20230406
Bad Bunny,27192095,6,20230406
Fuerza Regida,27139656,7,20230406
Future,26941355,8,20230406
The Weeknd,24418603,9,20230406
Karol G,23817084,10,20230406
Rod Wave,23794124,11,20230406
Taylor Swift,21882612,12,20230406
Eminem,21868357,13,20230406
Kevin Gates,21549898,14,20230406
Lil Durk,19001944,15,20230406
Natanael Cano,18878099,16,20230406
Lil Wayne,18288828,17,20230406
Chris Brown,16667141,18,20230406
Juice WRLD,16629441,19,20230406
Anuel AA,16029497,20,20230406
Shakira,16022192,21,20230406
Kodak Black,15743607,22,20230406
Carin León,15480975,23,20230406
"Tyler, the Creator",15349211,24,20230406
Melanie Martinez,15238760,25,20230406
Rihanna,15037436,26,20230406
SZA,13997542,27,20230406
Luke Combs,13894583,28,20230406
Post Malone,13590144,29,20230406
Junior H,13587095,30,20230406
Toosii,13463529,31,20230406
Grupo Frontera,13398613,32,20230406
Moneybagg Yo,13225203,33,20230406
Ozuna,12907981,34,20230406
Luis R Conriquez,12465339,35,20230406
Tupac,12439992,36,20230406
Kendrick Lamar,12268335,37,20230406
Grupo Firme,12205245,38,20230406
Romeo Santos,11904269,39,20230406
Rauw Alejandro,11903079,40,20230406
J. Cole,11832564,41,20230406
Miley Cyrus,11784243,42,20230406
Beyoncé,11722113,43,20230406
21 Savage,11154433,44,20230406
Gucci Mane,11018894,45,20230406
Ariana Grande,10997884,46,20230406
Young Dolph,10750361,47,20230406
Eslabon Armado,10681661,48,20230406
$uicideboy$,10530291,49,20230406
Nicki Minaj,10390386,50,20230406
Ed Sheeran,10373495,51,20230406
Lady Gaga,10319086,52,20230406
Bruno Mars,10174943,53,20230406
Metro Boomin,10151078,54,20230406
Kanye West,10073812,55,20230406
Michael Jackson,9763979,56,20230406
Ethan Michael Ward PG,9753884,57,20230406
Selena Gomez,9715383,58,20230406
Farruko,9564057,59,20230406
Feid,9506467,60,20230406
Cardi B,9373123,61,20230406
Young Thug,9241803,62,20230406
Usher,9019883,63,20230406
Daddy Yankee,8986409,64,20230406
50 Cent,8971594,65,20230406
Linkin Park,8967874,66,20230406
Jeezy,8954195,67,20230406
Natalie Grace Scott PG,8953663,68,20230406
Justin Bieber,8915403,69,20230406
Doja Cat,8885445,70,20230406
Lil Uzi Vert,8849647,71,20230406
Imagine Dragons,8837177,72,20230406
NF,8769910,73,20230406
Billie Eilish,8744034,74,20230406
NLE Choppa,8669642,75,20230406
Marshmello,8632014,76,20230406
Ice Spice,8526154,77,20230406
Myke Towers,8438641,78,20230406
Polo G,8353672,79,20230406
Finese2tymes,8353122,80,20230406
J. Balvin,8317871,81,20230406
Vicente Fernández,8195251,82,20230406
Los Temerarios,8147946,83,20230406
Evan Matthew Davis PG,8021042,84,20230406
King Von,7743246,85,20230406
MO3,7556068,86,20230406
Grupo Marca Registrada,7484746,87,20230406
Katy Perry,7449556,88,20230406
Los Tucanes de Tijuana,7394726,89,20230406
GloRilla,7362715,90,20230406
Maroon 5,7342201,91,20230406
Cartel de Santa,7290575,92,20230406
Wiz Khalifa,7285713,93,20230406
EST Gee,7221775,94,20230406
Metallica,7208553,95,20230406
Arcangel,7196569,96,20230406
Boosie Badazz,7178496,97,20230406
Yng Lvcas,7062076,98,20230406
Migos,7049446,99,20230406
Chris Stapleton,7036425,100,20230406
Peso Pluma,49514681,1,20230413
YoungBoy Never Broke Again,38649071,2,20230413
Morgan Wallen,37794456,3,20230413
Drake,30651781,4,20230413
Lil Baby,30474875,5,20230413
Fuerza Regida,28235028,6,20230413
Future,27826789,7,20230413
Bad Bunny,26283343,8,20230413
The Weeknd,23785047,9,20230413
Taylor Swift,21981217,10,20230413
Eminem,21755571,11,20230413
Kevin Gates,21465165,12,20230413
Rod Wave,21170820,13,20230413
Karol G,20845427,14,20230413
Natanael Cano,19532404,15,20230413
NF,19216663,16,20230413
Lil Durk,19191546,17,20230413
Grupo Frontera,17251737,18,20230413
Lil Wayne,16526647,19,20230413
Juice WRLD,16445955,20,20230413
Chris Brown,16266061,21,20230413
Eslabon Armado,16070566,22,20230413
Kodak Black,15966073,23,20230413
Carin León,15416000,24,20230413
Anuel AA,15240877,25,20230413
Junior H,15001284,26,20230413
Rihanna,14146231,27,20230413
Grupo Firme,14019034,28,20230413
Shakira,13877113,29,20230413
Luke Combs,13617026,30,20230413
SZA,13523902,31,20230413
Moneybagg Yo,13404508,32,20230413
Toosii,13256989,33,20230413
Post Malone,12951092,34,20230413
Luis R Conriquez,12703312,35,20230413
Tupac,12393229,36,20230413
Ozuna,12373790,37,20230413
Kendrick Lamar,11840012,38,20230413
Rauw Alejandro,11499324,39,20230413
Beyoncé,11473784,40,20230413
J. Cole,11381807,41,20230413
Romeo Santos,11290229,42,20230413
21 Savage,11200383,43,20230413
Linkin Park,11134224,44,20230413
Ariana Grande,10703250,45,20230413
Young Dolph,10668455,46,20230413
$uicideboy$,10601566,47,20230413
Metro Boomin,10537236,48,20230413
Miley Cyrus,10415889,49,20230413
Melanie Martinez,10301845,50,20230413
Gucci Mane,10292109,51,20230413
Lady Gaga,10240421,52,20230413
Nicki Minaj,10153129,53,20230413
Kanye West,10060249,54,20230413
Bruno Mars,9943980,55,20230413
Ed Sheeran,9896873,56,20230413
Michael Jackson,9775624,57,20230413
Farruko,9753474,58,20230413
NLE Choppa,9649618,59,20230413
Cardi B,9106012,60,20230413
Jeezy,9014738,61,20230413
Usher,8921483,62,20230413
Young Thug,8899995,63,20230413
50 Cent,8845501,64,20230413
Lil Uzi Vert,8819614,65,20230413
"Tyler, the Creator",8796519,66,20230413
Doja Cat,8765721,67,20230413
Daddy Yankee,8714760,68,20230413
Justin Bieber,8697629,69,20230413
Selena Gomez,8672056,70,20230413
Finese2tymes,8628451,71,20230413
Imagine Dragons,8496536,72,20230413
Vicente Fernández,8466777,73,20230413
Feid,8391253,74,20230413
Los Temerarios,8229252,75,20230413
Billie Eilish,8196223,76,20230413
J. Balvin,8167149,77,20230413
Grupo Marca Registrada,8107004,78,20230413
King Von,7933804,79,20230413
Yng Lvcas,7885307,80,20230413
Myke Towers,7864714,81,20230413
Polo G,7698049,82,20230413
Maroon 5,7663950,83,20230413
Ice Spice,7552948,84,20230413
Los Tucanes de Tijuana,7425224,85,20230413
MO3,7408140,86,20230413
Marshmello,7320099,87,20230413
GloRilla,7273069,88,20230413
Katy Perry,7244611,89,20230413
Wiz Khalifa,7243475,90,20230413
Boosie Badazz,7209012,91,20230413
Jack Black,7147488,92,20230413
Los Tigres del Norte,7118771,93,20230413
Gabito Ballesteros,7040927,94,20230413
Metallica,7009576,95,20230413
JellyRoll,6985530,96,20230413
Coldplay,6907830,97,20230413
Upchurch,6874049,98,20230413
Chris Stapleton,6868282,99,20230413
Zach Bryan,6859698,100,20230413
Peso Pluma,54998149,1,20230420
YoungBoy Never Broke Again,37826438,2,20230420
Morgan Wallen,35669296,3,20230420
Bad Bunny,34417678,4,20230420
Drake,29517063,5,20230420
Lil Baby,29463105,6,20230420
Fuerza Regida,27869755,7,20230420
Future,26830984,8,20230420
Grupo Frontera,25602040,9,20230420
Taylor Swift,23188856,10,20230420
The Weeknd,22501217,11,20230420
Kevin Gates,22245124,12,20230420
Eminem,21129344,13,20230420
Rod Wave,20354357,14,20230420
Nicki Minaj,20214944,15,20230420
Karol G,20042835,16,20230420
Lil Durk,18219644,17,20230420
Natanael Cano,17960419,18,20230420
Eslabon Armado,17583273,19,20230420
Ice Spice,16646431,20,20230420
Anuel AA,16545258,21,20230420
Kodak Black,16527491,22,20230420
Juice WRLD,16386559,23,20230420
Lil Wayne,16099045,24,20230420
Junior H,15869457,25,20230420
Chris Brown,15867446,26,20230420
Post Malone,15266272,27,20230420
Grupo Firme,14802209,28,20230420
Carin León,14578218,29,20230420
NF,13994031,30,20230420
Luke Combs,13687703,31,20230420
SZA,13663570,32,20230420
Rihanna,13216117,33,20230420
Toosii,13148707,34,20230420
Luis R Conriquez,13115197,35,20230420
Ozuna,13080108,36,20230420
Moneybagg Yo,13078952,37,20230420
Shakira,12527822,38,20230420
Tupac,12364522,39,20230420
Kendrick Lamar,11975241,40,20230420
Romeo Santos,11587648,41,20230420
NLE Choppa,11383925,42,20230420
Rauw Alejandro,11189407,43,20230420
Beyoncé,11073394,44,20230420
21 Savage,10894370,45,20230420
J. Cole,10833639,46,20230420
Young Dolph,10765857,47,20230420
Metallica,10743081,48,20230420
Farruko,10705357,49,20230420
$uicideboy$,10678514,50,20230420
Metro Boomin,10514539,51,20230420
Ariana Grande,10215048,52,20230420
Ed Sheeran,9912938,53,20230420
Kanye West,9749798,54,20230420
Linkin Park,9688183,55,20230420
Lady Gaga,9665685,56,20230420
Gucci Mane,9459039,57,20230420
Miley Cyrus,9447966,58,20230420
Michael Jackson,9379172,59,20230420
Bruno Mars,9294558,60,20230420
Daddy Yankee,9043598,61,20230420
Melanie Martinez,8988756,62,20230420
Jeezy,8897464,63,20230420
Yng Lvcas,8872760,64,20230420
Young Thug,8872008,65,20230420
Usher,8712743,66,20230420
Doja Cat,8693589,67,20230420
Cardi B,8675613,68,20230420
50 Cent,8655148,69,20230420
"Tyler, the Creator",8638846,70,20230420
Imagine Dragons,8576916,71,20230420
J. Balvin,8478602,72,20230420
Justin Bieber,8450436,73,20230420
Los Temerarios,8442454,74,20230420
King Von,8348181,75,20230420
Lil Uzi Vert,8271679,76,20230420
Selena Gomez,8198163,77,20230420
Billie Eilish,8145223,78,20230420
Banda MS,8032663,79,20230420
Los Tucanes de Tijuana,7988018,80,20230420
6IX9INE,7979579,81,20230420
Vicente Fernández,7923403,82,20230420
Myke Towers,7775094,83,20230420
Grupo Marca Registrada,7760797,84,20230420
Feid,7727786,85,20230420
Polo G,7721355,86,20230420
Becky G,7696615,87,20230420
Finese2tymes,7667916,88,20230420
Wiz Khalifa,7616157,89,20230420
Boosie Badazz,7524070,90,20230420
JellyRoll,7378210,91,20230420
Maroon 5,7278990,92,20230420
Upchurch,7229287,93,20230420
Katy Perry,7206897,94,20230420
Jack Black,7162643,95,20230420
Marshmello,7021511,96,20230420
MO3,7013302,97,20230420
Coldplay,6967028,98,20230420
Gerardo Coronel,6941960,99,20230420
Gabito Ballesteros,6881417,100,20230420
Peso Pluma,62044628,1,20230427
YoungBoy Never Broke Again,51914359,2,20230427
Bad Bunny,37670110,3,20230427
Morgan Wallen,36212872,4,20230427
Grupo Frontera,30834401,5,20230427
Lil Baby,29543220,6,20230427
Fuersa Regida,28595736,7,20230427
Drake,27982117,8,20230427
Future,25961791,9,20230427
Taylor Swift,24353266,10,20230427
The Weeknd,24313958,11,20230427
Kevin Gates,21240373,12,20230427
Eminem,21142071,13,20230427
Rod Wave,20419717,14,20230427
Karol G,19381823,15,20230427
Natanael Cano,19364743,16,20230427
Lil Durk,18554806,17,20230427
Eslabon Armado,18495689,18,20230427
Junior H,17350652,19,20230427
Anuel AA,16692575,20,20230427
Juice WRLD,16245187,21,20230427
Kodak Black,16078714,22,20230427
Carin León,15939135,23,20230427
Chris Brown,15673508,24,20230427
Lil Wayne,15478362,25,20230427
Nicki Minaj,15298469,26,20230427
Grupo Firme,14753611,27,20230427
Moneybagg Yo,14271858,28,20230427
Post Malone,14212939,29,20230427
Toosii,13757355,30,20230427
Luke Combs,13437942,31,20230427
Luis R Conriquez,13165467,32,20230427
Rihanna,12976552,33,20230427
Ozuna,12506992,34,20230427
SZA,12468186,35,20230427
Kendrick Lamar,12417296,36,20230427
Tupac,12363961,37,20230427
NF,11809964,38,20230427
Shakira,11429145,39,20230427
Ed Sheeran,11207870,40,20230427
Romeo Santos,11126846,41,20230427
Beyoncé,11064225,42,20230427
Rauw Alejandro,10956760,43,20230427
$uicideboy$,10810909,44,20230427
J. Cole,10642264,45,20230427
Ice Spice,10506722,46,20230427
Ariana Grande,10449262,47,20230427
21 Savage,10226119,48,20230427
Farruko,10195862,49,20230427
Young Dolph,10167743,50,20230427
NLE Choppa,9983583,51,20230427
Metro Boomin,9979666,52,20230427
Bruno Mars,9779459,53,20230427
Michael Jackson,9726175,54,20230427
Kanye West,9608527,55,20230427
Miley Cyrus,9569556,56,20230427
Yng Lvcas,9527110,57,20230427
Lady Gaga,9520626,58,20230427
Linkin Park,9289280,59,20230427
Gucci Mane,9052984,60,20230427
Feid,9038129,61,20230427
"Tyler, the Creator",9004883,62,20230427
Usher,8948935,63,20230427
Becky G,8896584,64,20230427
Imagine Dragons,8888333,65,20230427
Daddy Yankee,8846765,66,20230427
Los Tucanes de Tijuana,8774971,67,20230427
50 Cent,8671400,68,20230427
Los Temerarios,8505729,69,20230427
Jeezy,8486364,70,20230427
Justin Bieber,8435716,71,20230427
Doja Cat,8434939,72,20230427
Grupo Marca Registrada,8419907,73,20230427
Metallica,8412435,74,20230427
Young Thug,8277061,75,20230427
Cardi B,8268221,76,20230427
J. Balvin,8243629,77,20230427
King Von,8234921,78,20230427
Melanie Martinez,8231747,79,20230427
Lil Uzi Vert,8221127,80,20230427
Vicente Fernández,8191909,81,20230427
Billie Eilish,8114350,82,20230427
Selena Gomez,7996665,83,20230427
Polo G,7814849,84,20230427
Banda MS,7802860,85,20230427
Gabito Ballesteros,7501539,86,20230427
Myke Towers,7469710,87,20230427
Wiz Khalifa,7455458,88,20230427
Marshmello,7316993,89,20230427
Katy Perry,7243114,90,20230427
Finese2tymes,7151887,91,20230427
Boosie Badazz,7134675,92,20230427
Gerardo Coronel,7092103,93,20230427
Los Tigres del Norte,7075819,94,20230427
Maroon 5,7056666,95,20230427
Coldplay,7047506,96,20230427
Christian Nodal,7036583,97,20230427
MO3,7004921,98,20230427
JellyRoll,6987696,99,20230427
Jason Aldean,6980581,100,20230427
Peso Pluma,60755061,1,20230504
YoungBoy Never Broke Again,40860598,2,20230504
Morgan Wallen,34676463,3,20230504
Bad Bunny,34407386,4,20230504
Lil Baby,31478150,5,20230504
Drake,29911567,6,20230504
Future,27117092,7,20230504
G Frontera,26703780,8,20230504
Fuerza Regida,25960152,9,20230504
Taylor Swift,24787319,10,20230504
Eslabon Armado,23539528,11,20230504
The Weeknd,22879497,12,20230504
Eminem,21546068,13,20230504
Kevin Gates,21332860,14,20230504
Rod Wave,20319978,15,20230504
Natanael Cano,19660782,16,20230504
Karol G,18911978,17,20230504
Junior H,18732183,18,20230504
Lil Durk,18185744,19,20230504
Anuel AA,16426398,20,20230504
Grupo Firme,16298140,21,20230504
Juice WRLD,16256367,22,20230504
Chris Brown,15973046,23,20230504
Lil Wayne,15885229,24,20230504
Kodak Black,15584085,25,20230504
Carin León,14559401,26,20230504
Luis Conriquez,14371415,27,20230504
Nicki Minaj,13833052,28,20230504
Luke Combs,13798754,29,20230504
Post Malone,13728466,30,20230504
Rihanna,13323481,31,20230504
Ozuna,13294161,32,20230504
Tupac,13266210,33,20230504
Moneybagg Yo,13257553,34,20230504
Toosii,13215325,35,20230504
Kendrick Lamar,12621178,36,20230504
SZA,12115461,37,20230504
Romeo Santos,12083792,38,20230504
Ed Sheeran,11378501,39,20230504
J. Cole,11190088,40,20230504
Beyoncé,11123098,41,20230504
NF,11020897,42,20230504
Young Dolph,10757602,43,20230504
Ariana Grande,10559308,44,20230504
Shakira,10475853,45,20230504
Rauw Alejandro,10445682,46,20230504
21 Savage,10382615,47,20230504
Farruko,10331300,48,20230504
$uicideboy$,10280147,49,20230504
Bruno Mars,10101642,50,20230504
Usher,9705020,51,20230504
Metro Boomin,9632679,52,20230504
Michael Jackson,9585810,53,20230504
Yng Lvcas,9511350,54,20230504
Kanye West,9389600,55,20230504
Lady Gaga,9343491,56,20230504
Daddy Yankee,9159925,57,20230504
Gucci Mane,9149081,58,20230504
50 Cent,9070132,59,20230504
Linkin Park,8964599,60,20230504
"Tyler, the Creator",8700457,61,20230504
Imagine Dragons,8698492,62,20230504
Feid,8695711,63,20230504
Los Temerarios,8667313,64,20230504
J. Balvin,8558459,65,20230504
Los Tucanes de Tijuana,8504865,66,20230504
Becky G,8487883,67,20230504
Jeezy,8487603,68,20230504
NLE Choppa,8444885,69,20230504
Miley Cyrus,8396162,70,20230504
Doja Cat,8349185,71,20230504
Cardi B,8326317,72,20230504
Vicente Fernández,8244313,73,20230504
Young Thug,8200386,74,20230504
Lil Uzi Vert,8152983,75,20230504
Billie Eilish,8149083,76,20230504
Grupo Marca Registrada,8107709,77,20230504
Justin Bieber,8107320,78,20230504
Banda MS,8059509,79,20230504
Selena Gomez,7982368,80,20230504
Metallica,7979962,81,20230504
King Von,7922735,82,20230504
Gabito Ballesteros,7886435,83,20230504
Ice Spice,7675334,84,20230504
Maroon 5,7656666,85,20230504
Jhené Aiko,7560762,86,20230504
Myke Towers,7486565,87,20230504
Melanie Martinez,7443627,88,20230504
Boosie Badazz,7425207,89,20230504
Zach Bryan,7370333,90,20230504
Katy Perry,7333553,91,20230504
Migos,7291012,92,20230504
Los Tigres del Norte,7170103,93,20230504
Coldplay,7166366,94,20230504
Polo G,7126445,95,20230504
Wiz Khalifa,7083008,96,20230504
Adele,7076789,97,20230504
Mariah Carey,7029586,98,20230504
MO3,7022553,99,20230504
Gerardo Coronel,7021835,100,20230504
Peso Pluma,59537639,1,20230511
YoungBoy Never Broke Again,41592440,2,20230511
Morgan Wallen,35338273,3,20230511
Bad Bunny,34761239,4,20230511
Lil Baby,31639196,5,20230511
Drake,29302081,6,20230511
G Frontera,26234257,7,20230511
Future,25819412,8,20230511
Fuerza Regida,25267048,9,20230511
Taylor Swift,25147155,10,20230511
The Weeknd,21814522,11,20230511
Eminem,21329808,12,20230511
Kevin Gates,21214627,13,20230511
Anuel AA,20279182,14,20230511
Eslabon Armado,20268538,15,20230511
Karol G,19807351,16,20230511
Rod Wave,19468261,17,20230511
Lil Durk,18402928,18,20230511
Natanael Cano,17397882,19,20230511
Junior H,17234358,20,20230511
Chris Brown,16392227,21,20230511
Juice WRLD,15943018,22,20230511
Lil Wayne,15768364,23,20230511
Kodak Black,15442786,24,20230511
Carin León,14965749,25,20230511
Moneybagg Yo,14357335,26,20230511
Luis R Conriquez,14112778,27,20230511
Grupo Firme,14088644,28,20230511
Nicki Minaj,14066586,29,20230511
Tupac,13692730,30,20230511
Post Malone,13679379,31,20230511
Ed Sheeran,13631740,32,20230511
Toosii,13383974,33,20230511
Luke Combs,12889274,34,20230511
Ozuna,12879330,35,20230511
Kendrick Lamar,12737391,36,20230511
Rihanna,12572435,37,20230511
$uicideboy$,12098471,38,20230511
SZA,11771837,39,20230511
Beyoncé,11066766,40,20230511
Romeo Santos,10905809,41,20230511
Farruko,10754917,42,20230511
J. Cole,10737491,43,20230511
Shakira,10681443,44,20230511
21 Savage,10455378,45,20230511
Rauw Alejandro,10422512,46,20230511
Gucci Mane,10378498,47,20230511
NF,10364865,48,20230511
Young Dolph,10317160,49,20230511
Bruno Mars,9987468,50,20230511
Kanye West,9860885,51,20230511
Michael Jackson,9694263,52,20230511
Metro Boomin,9619467,53,20230511
Feid,9533030,54,20230511
Yng Lvcas,9466373,55,20230511
Usher,9393670,56,20230511
NLE Choppa,9117557,57,20230511
50 Cent,9092384,58,20230511
Daddy Yankee,9069291,59,20230511
Linkin Park,9045483,60,20230511
Lady Gaga,8984030,61,20230511
Imagine Dragons,8946835,62,20230511
Miley Cyrus,8924609,63,20230511
"Tyler, the Creator",8813143,64,20230511
Becky G,8812916,65,20230511
Vicente Fernández,8757388,66,20230511
Los Temerarios,8755020,67,20230511
Jeezy,8747302,68,20230511
Cardi B,8715335,69,20230511
Los Tucanes de Tijuana,8689195,70,20230511
Ice Spice,8631349,71,20230511
J. Balvin,8560998,72,20230511
Billie Eilish,8541272,73,20230511
Young Thug,8536249,74,20230511
DaBaby,8406378,75,20230511
Justin Bieber,8400505,76,20230511
Doja Cat,8355711,77,20230511
Banda MS,8181393,78,20230511
Myke Towers,8069261,79,20230511
Selena Gomez,8068641,80,20230511
Ariana Grande,7946446,81,20230511
Los Tigres del Norte,7934916,82,20230511
Lil Uzi Vert,7917893,83,20230511
King Von,7906659,84,20230511
Metallica,7899716,85,20230511
Grupo Marca Registrada,7641896,86,20230511
Gabito Ballesteros,7428800,87,20230511
Finese2tymes,7372334,88,20230511
Christian Nodal,7333492,89,20230511
Upchurch,7261885,90,20230511
Machine Gun Kelly,7250640,91,20230511
Summer Walker,7215343,92,20230511
Polo G,7212366,93,20230511
Zach Bryan,7184609,94,20230511
Boosie Badazz,7130596,95,20230511
Wiz Khalifa,7104913,96,20230511
Jason Aldean,7067540,97,20230511
JellyRoll,7038154,98,20230511
MO3,7037988,99,20230511
Gerardo Coronel,6905861,100,20230511
YoungBoy Never Broke Again,52512614,1,20230518
Peso Pluma,49602851,2,20230518
Bad Bunny,33554164,3,20230518
Morgan Wallen,32075828,4,20230518
Lil Baby,30025872,5,20230518
Drake,29879520,6,20230518
Taylor Swift,27798289,7,20230518
Lil Durk,27026286,8,20230518
Future,25905134,9,20230518
Grupo Frontera,23105682,10,20230518
Fuerza Regida,22720084,11,20230518
The Weeknd,22088574,12,20230518
Eminem,22043051,13,20230518
Kevin Gates,20316076,14,20230518
Karol G,18647305,15,20230518
Rod Wave,18369477,16,20230518
Anuel AA,18099531,17,20230518
Eslabon Armado,18049959,18,20230518
Junior H,16996121,19,20230518
Juice WRLD,16150656,20,20230518
Shakira,16025347,21,20230518
Lil Wayne,15558734,22,20230518
Chris Brown,15524100,23,20230518
Carin León,14976598,24,20230518
Kodak Black,14701064,25,20230518
Natanael Cano,14667486,26,20230518
Tupac,14034504,27,20230518
Luis R Conriquez,13881284,28,20230518
Nicki Minaj,13742831,29,20230518
Luke Combs,13641846,30,20230518
Post Malone,13560882,31,20230518
Grupo Firme,13560414,32,20230518
Ozuna,13519587,33,20230518
Kendrick Lamar,13018477,34,20230518
Moneybagg Yo,12784497,35,20230518
Rihanna,12618201,36,20230518
Toosii,12584136,37,20230518
Ed Sheeran,12460911,38,20230518
$uicideboy$,12107565,39,20230518
Romeo Santos,11836654,40,20230518
Beyoncé,11611123,41,20230518
SZA,11252091,42,20230518
Young Dolph,10902582,43,20230518
Farruko,10863691,44,20230518
Michael Jackson,10604243,45,20230518
21 Savage,10434513,46,20230518
Rauw Alejandro,10123016,47,20230518
Kanye West,10086555,48,20230518
J. Cole,10048203,49,20230518
NF,9825192,50,20230518
Usher,9607727,51,20230518
Bruno Mars,9553003,52,20230518
Daddy Yankee,9427391,53,20230518
Miley Cyrus,9364569,54,20230518
50 Cent,9344386,55,20230518
Gucci Mane,9318105,56,20230518
J. Balvin,9163739,57,20230518
Feid,9105854,58,20230518
Metro Boomin,8968907,59,20230518
Los Temerarios,8840426,60,20230518
Lady Gaga,8803138,61,20230518
Linkin Park,8758777,62,20230518
Los Tucanes de Tijuana,8723103,63,20230518
Imagine Dragons,8606786,64,20230518
Vicente Fernández,8509072,65,20230518
Young Thug,8475066,66,20230518
Jeezy,8436356,67,20230518
Banda MS,8352040,68,20230518
Yng Lvcas,8326995,69,20230518
Billie Eilish,8235651,70,20230518
Cardi B,8108830,71,20230518
Myke Towers,8081341,72,20230518
Justin Bieber,8060349,73,20230518
DaBaby,8042364,74,20230518
NLE Choppa,8005743,75,20230518
Ariana Grande,7903138,76,20230518
Becky G,7896832,77,20230518
"Tyler, the Creator",7843646,78,20230518
Los Tigres del Norte,7794645,79,20230518
Doja Cat,7773475,80,20230518
Maroon 5,7715709,81,20230518
Lil Uzi Vert,7648663,82,20230518
King Von,7512085,83,20230518
Metallica,7444842,84,20230518
JellyRoll,7438878,85,20230518
Selena Gomez,7340754,86,20230518
Grupo Marca Registrada,7328912,87,20230518
Boosie Badazz,7206175,88,20230518
Zach Bryan,7187195,89,20230518
Migos,7155651,90,20230518
Coldplay,7149600,91,20230518
Gerardo Coronel,7147496,92,20230518
Jhené Aiko,7135188,93,20230518
Wiz Khalifa,7060229,94,20230518
Katy Perry,7056952,95,20230518
Christian Nodal,7018986,96,20230518
MO3,7014763,97,20230518
Jason Aldean,7009030,98,20230518
Upchurch,6991842,99,20230518
Jay-Z,6848826,100,20230518
Peso Pluma,49257817,1,20230525
YoungBoy Never Broke Again,43624970,2,20230525
Bad Bunny,36632785,3,20230525
Morgan Wallen,32556981,4,20230525
Lil Baby,29556184,5,20230525
Drake,29184773,6,20230525
Taylor Swift,27222065,7,20230525
Fuerza Regida,26744306,8,20230525
Lil Durk,26361933,9,20230525
Future,24150649,10,20230525
Grupo Frontera,21992345,11,20230525
Eminem,21706584,12,20230525
The Weeknd,21495413,13,20230525
Karol G,20230554,14,20230525
Kevin Gates,20202351,15,20230525
Rod Wave,18583694,16,20230525
Juice WRLD,18155994,17,20230525
Anuel AA,17137713,18,20230525
Junior H,17102551,19,20230525
Eslabon Armado,16736863,20,20230525
Carin León,16604431,21,20230525
Post Malone,15298389,22,20230525
Natanael Cano,15279801,23,20230525
Chris Brown,15143294,24,20230525
Lil Wayne,15134189,25,20230525
Kodak Black,14718138,26,20230525
Shakira,14253003,27,20230525
Toosii,14238607,28,20230525
Luis R Conriquez,14107373,29,20230525
Moneybagg Yo,13685756,30,20230525
Tupac,13334637,31,20230525
Nicki Minaj,13298456,32,20230525
Luke Combs,13151004,33,20230525
Grupo Firme,13117623,34,20230525
Ozuna,12896291,35,20230525
$uicideboy$,12875498,36,20230525
J. Cole,12290105,37,20230525
Rihanna,12166098,38,20230525
Beyoncé,11970125,39,20230525
Kendrick Lamar,11871114,40,20230525
21 Savage,11108463,41,20230525
Kanye West,11062032,42,20230525
Ed Sheeran,11033473,43,20230525
SZA,10942754,44,20230525
Romeo Santos,10871879,45,20230525
Farruko,10447105,46,20230525
Michael Jackson,10393859,47,20230525
Young Dolph,10255010,48,20230525
Rauw Alejandro,10126935,49,20230525
Ariana Grande,9859505,50,20230525
Feid,9700387,51,20230525
Bruno Mars,9612456,52,20230525
Miley Cyrus,9588956,53,20230525
Daddy Yankee,9582535,54,20230525
NF,9359407,55,20230525
Usher,9265403,56,20230525
Metro Boomin,9085329,57,20230525
Summer Walker,9085323,58,20230525
50 Cent,9044696,59,20230525
Linkin Park,8892372,60,20230525
DaBaby,8888260,61,20230525
Los Tucanes de Tijuana,8870636,62,20230525
Gucci Mane,8854773,63,20230525
Los Temerarios,8769592,64,20230525
J. Balvin,8657912,65,20230525
Jeezy,8537404,66,20230525
Lady Gaga,8506002,67,20230525
Imagine Dragons,8484817,68,20230525
NLE Choppa,8324466,69,20230525
Young Thug,8287977,70,20230525
Vicente Fernández,8285534,71,20230525
Cardi B,8184585,72,20230525
Justin Bieber,8170563,73,20230525
Becky G,8041316,74,20230525
Yng Lvcas,7938155,75,20230525
Billie Eilish,7901231,76,20230525
Myke Towers,7757765,77,20230525
Doja Cat,7669912,78,20230525
"Tyler, the Creator",7606124,79,20230525
King Von,7553643,80,20230525
Zach Bryan,7524736,81,20230525
